,pokemon,base_experience,height,name,order,weight,abilities,moves,types
1029,slurpuff,168,8,slurpuff,820,50,"'sweet-veil', 'unburden'","'tackle', 'flamethrower', 'surf', 'hyper-beam', 'string-shot', 'thunderbolt', 'thunder', 'toxic', 'psychic', 'double-team', 'light-screen', 'metronome', 'amnesia', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'snore', 'cotton-spore', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'sweet-scent', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'facade', 'helping-hand', 'wish', 'magic-coat', 'endeavor', 'secret-power', 'aromatherapy', 'fake-tears', 'covet', 'calm-mind', 'gastro-acid', 'drain-punch', 'energy-ball', 'giga-impact', 'after-you', 'round', 'cotton-guard', 'sticky-web', 'draining-kiss', 'play-rough', 'fairy-wind', 'play-nice', 'confide', 'dazzling-gleam', 'misty-explosion'",'fairy'
1030,smeargle,88,12,smeargle,335,580,"'own-tempo', 'technician', 'moody'",'sketch','normal'
1032,smoochum,61,4,smoochum,199,60,"'oblivious', 'forewarn', 'hydration'","'pound', 'mega-punch', 'ice-punch', 'mega-kick', 'body-slam', 'double-edge', 'sing', 'ice-beam', 'blizzard', 'counter', 'seismic-toss', 'toxic', 'confusion', 'psychic', 'meditate', 'mimic', 'double-team', 'light-screen', 'reflect', 'metronome', 'lick', 'dream-eater', 'lovely-kiss', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'powder-snow', 'protect', 'sweet-kiss', 'mud-slap', 'perish-song', 'icy-wind', 'endure', 'charm', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'dynamic-punch', 'encore', 'sweet-scent', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'fake-out', 'uproar', 'hail', 'facade', 'helping-hand', 'trick', 'role-play', 'wish', 'magic-coat', 'recycle', 'skill-swap', 'secret-power', 'fake-tears', 'signal-beam', 'covet', 'calm-mind', 'water-pulse', 'miracle-eye', 'wake-up-slap', 'natural-gift', 'payback', 'fling', 'lucky-chant', 'copycat', 'nasty-plot', 'avalanche', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'magic-room', 'round', 'echoed-voice', 'stored-power', 'frost-breath', 'heart-stamp', 'draining-kiss', 'confide', 'aurora-veil'","'ice', 'psychic'"
1033,sneasel,86,9,sneasel,312,280,"'inner-focus', 'keen-eye', 'pickpocket'","'mega-punch', 'ice-punch', 'scratch', 'swords-dance', 'cut', 'mega-kick', 'headbutt', 'take-down', 'double-edge', 'leer', 'bite', 'surf', 'ice-beam', 'blizzard', 'low-kick', 'counter', 'strength', 'dig', 'toxic', 'agility', 'quick-attack', 'mimic', 'screech', 'double-team', 'defense-curl', 'reflect', 'swift', 'dream-eater', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'reversal', 'spite', 'protect', 'scary-face', 'feint-attack', 'mud-slap', 'foresight', 'icy-wind', 'detect', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'pursuit', 'iron-tail', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'whirlpool', 'beat-up', 'fake-out', 'hail', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'assist', 'brick-break', 'knock-off', 'snatch', 'secret-power', 'crush-claw', 'fake-tears', 'aerial-ace', 'calm-mind', 'water-pulse', 'natural-gift', 'feint', 'payback', 'embargo', 'fling', 'punishment', 'poison-jab', 'dark-pulse', 'x-scissor', 'giga-impact', 'nasty-plot', 'avalanche', 'ice-shard', 'shadow-claw', 'psycho-cut', 'captivate', 'double-hit', 'hone-claws', 'low-sweep', 'foul-play', 'round', 'retaliate', 'snarl', 'icicle-crash', 'confide', 'power-up-punch', 'laser-focus', 'throat-chop', 'lash-out', 'triple-axel', 'tera-blast', 'snowscape', 'trailblaze'","'dark', 'ice'"
1036,snivy,62,6,snivy,610,81,"'overgrow', 'contrary'","'swords-dance', 'cut', 'bind', 'slam', 'vine-whip', 'tackle', 'wrap', 'leer', 'mega-drain', 'leech-seed', 'growth', 'solar-beam', 'toxic', 'double-team', 'light-screen', 'reflect', 'glare', 'flash', 'rest', 'substitute', 'snore', 'protect', 'giga-drain', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pursuit', 'sweet-scent', 'iron-tail', 'synthesis', 'hidden-power', 'twister', 'sunny-day', 'mirror-coat', 'torment', 'facade', 'nature-power', 'taunt', 'knock-off', 'snatch', 'secret-power', 'aerial-ace', 'magical-leaf', 'calm-mind', 'leaf-blade', 'natural-gift', 'wring-out', 'gastro-acid', 'worry-seed', 'aqua-tail', 'seed-bomb', 'energy-ball', 'defog', 'leaf-storm', 'captivate', 'grass-knot', 'coil', 'round', 'grass-pledge', 'work-up', 'leaf-tornado', 'grassy-terrain', 'confide'",'grass'
1037,snom,37,3,snom,1056,38,"'shield-dust', 'ice-scales'","'rest', 'substitute', 'snore', 'powder-snow', 'protect', 'icy-wind', 'endure', 'attract', 'sleep-talk', 'mirror-coat', 'facade', 'icicle-spear', 'bug-buzz', 'bug-bite', 'round', 'struggle-bug', 'fairy-wind', 'skitter-smack', 'tera-blast', 'pounce'","'ice', 'bug'"
1038,snorlax,189,21,snorlax,235,4600,"'immunity', 'thick-fat', 'gluttony'","'mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'whirlwind', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'bite', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'toxic', 'psychic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'defense-curl', 'reflect', 'bide', 'metronome', 'self-destruct', 'lick', 'fire-blast', 'skull-bash', 'amnesia', 'psywave', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'belly-drum', 'mud-slap', 'zap-cannon', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'psych-up', 'shadow-ball', 'rock-smash', 'whirlpool', 'uproar', 'stockpile', 'swallow', 'facade', 'focus-punch', 'superpower', 'recycle', 'brick-break', 'yawn', 'snatch', 'secret-power', 'hyper-voice', 'rock-tomb', 'block', 'covet', 'shock-wave', 'water-pulse', 'hammer-arm', 'natural-gift', 'fling', 'gastro-acid', 'last-resort', 'seed-bomb', 'focus-blast', 'giga-impact', 'zen-headbutt', 'rock-climb', 'gunk-shot', 'iron-head', 'captivate', 'smack-down', 'heavy-slam', 'after-you', 'round', 'chip-away', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'wild-charge', 'heat-crash', 'belch', 'confide', 'power-up-punch', 'darkest-lariat', 'high-horsepower', 'stomping-tantrum', 'body-press', 'steel-roller', 'terrain-pulse'",'normal'
1039,snorlax-gmax,189,350,snorlax-gmax,-1,10000,"'immunity', 'thick-fat', 'gluttony'",,'normal'
1040,snorunt,60,7,snorunt,480,168,"'inner-focus', 'ice-body', 'moody'","'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'disable', 'ice-beam', 'blizzard', 'toxic', 'mimic', 'double-team', 'light-screen', 'bide', 'flash', 'rest', 'substitute', 'snore', 'spite', 'powder-snow', 'protect', 'spikes', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'crunch', 'shadow-ball', 'hail', 'facade', 'helping-hand', 'secret-power', 'astonish', 'weather-ball', 'fake-tears', 'block', 'water-pulse', 'natural-gift', 'switcheroo', 'avalanche', 'ice-shard', 'ice-fang', 'captivate', 'round', 'hex', 'frost-breath', 'icicle-crash', 'confide', 'tera-blast', 'ice-spinner', 'snowscape', 'trailblaze', 'chilling-water'",'ice'
1041,snover,67,10,snover,584,505,"'snow-warning', 'soundproof'","'mega-punch', 'ice-punch', 'swords-dance', 'stomp', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'mist', 'ice-beam', 'blizzard', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'light-screen', 'skull-bash', 'flash', 'rest', 'substitute', 'snore', 'powder-snow', 'protect', 'mud-slap', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'synthesis', 'hidden-power', 'rain-dance', 'shadow-ball', 'hail', 'facade', 'helping-hand', 'role-play', 'ingrain', 'secret-power', 'weather-ball', 'grass-whistle', 'sheer-cold', 'bullet-seed', 'magical-leaf', 'water-pulse', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'avalanche', 'ice-shard', 'leaf-storm', 'captivate', 'grass-knot', 'wood-hammer', 'round', 'frost-breath', 'confide', 'leafage', 'grassy-glide', 'tera-blast', 'ice-spinner', 'snowscape', 'trailblaze', 'chilling-water'","'grass', 'ice'"
1042,snubbull,60,6,snubbull,306,78,"'intimidate', 'run-away', 'rattled'","'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'leer', 'bite', 'roar', 'flamethrower', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'metronome', 'lick', 'fire-blast', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'feint-attack', 'sludge-bomb', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'present', 'frustration', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'torment', 'facade', 'focus-punch', 'smelling-salts', 'taunt', 'superpower', 'brick-break', 'secret-power', 'hyper-voice', 'fake-tears', 'overheat', 'bulk-up', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'close-combat', 'payback', 'fling', 'last-resort', 'thunder-fang', 'ice-fang', 'fire-fang', 'captivate', 'round', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'wild-charge', 'snarl', 'play-rough', 'confide', 'dazzling-gleam', 'power-up-punch'",'fairy'
1043,sobble,62,3,sobble,997,40,"'torrent', 'sniper'","'pound', 'bind', 'take-down', 'growl', 'mist', 'water-gun', 'hydro-pump', 'surf', 'double-team', 'light-screen', 'haze', 'reflect', 'waterfall', 'swift', 'rest', 'substitute', 'snore', 'protect', 'endure', 'attract', 'sleep-talk', 'safeguard', 'baton-pass', 'rain-dance', 'whirlpool', 'facade', 'dive', 'weather-ball', 'muddy-water', 'bounce', 'mud-shot', 'water-pulse', 'u-turn', 'sucker-punch', 'aqua-ring', 'ice-shard', 'aqua-jet', 'soak', 'round', 'water-pledge', 'work-up', 'fell-stinger', 'liquidation', 'tearful-look', 'tera-blast', 'chilling-water'",'water'
1044,solgaleo,340,34,solgaleo,968,2300,'full-metal-body',"'roar', 'flamethrower', 'hyper-beam', 'solar-beam', 'fire-spin', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'psychic', 'agility', 'teleport', 'double-team', 'light-screen', 'reflect', 'fire-blast', 'swift', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'outrage', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'metal-claw', 'morning-sun', 'hidden-power', 'sunny-day', 'crunch', 'psych-up', 'future-sight', 'facade', 'helping-hand', 'superpower', 'knock-off', 'endeavor', 'hyper-voice', 'rock-tomb', 'metal-sound', 'cosmic-power', 'iron-defense', 'calm-mind', 'shock-wave', 'wake-up-slap', 'gyro-ball', 'metal-burst', 'close-combat', 'last-resort', 'flare-blitz', 'focus-blast', 'giga-impact', 'zen-headbutt', 'flash-cannon', 'trick-room', 'iron-head', 'stone-edge', 'wide-guard', 'psyshock', 'heavy-slam', 'flame-charge', 'round', 'bulldoze', 'work-up', 'wild-charge', 'heat-crash', 'snarl', 'noble-roar', 'confide', 'mystical-fire', 'psychic-fangs', 'sunsteel-strike', 'steel-beam', 'expanding-force', 'steel-roller', 'meteor-beam'","'psychic', 'steel'"
1045,solosis,58,3,solosis,699,10,"'overcoat', 'magic-guard', 'regenerator'","'psybeam', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'night-shade', 'double-team', 'recover', 'confuse-ray', 'light-screen', 'reflect', 'dream-eater', 'flash', 'psywave', 'acid-armor', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'encore', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'future-sight', 'facade', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'endeavor', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'astonish', 'rock-tomb', 'signal-beam', 'iron-defense', 'calm-mind', 'shock-wave', 'gravity', 'gyro-ball', 'embargo', 'heal-block', 'power-swap', 'guard-swap', 'energy-ball', 'zen-headbutt', 'flash-cannon', 'trick-room', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'stored-power', 'ally-switch', 'confide', 'infestation', 'psychic-terrain', 'expanding-force', 'steel-roller'",'psychic'
1046,solrock,161,12,solrock,451,1540,'levitate',"'swords-dance', 'tackle', 'body-slam', 'double-edge', 'flamethrower', 'hyper-beam', 'solar-beam', 'fire-spin', 'rock-throw', 'earthquake', 'toxic', 'confusion', 'psychic', 'hypnosis', 'mimic', 'double-team', 'harden', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'fire-blast', 'swift', 'dream-eater', 'flash', 'psywave', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'sandstorm', 'endure', 'rollout', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'baton-pass', 'morning-sun', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'heat-wave', 'will-o-wisp', 'facade', 'helping-hand', 'magic-coat', 'recycle', 'skill-swap', 'secret-power', 'weather-ball', 'overheat', 'rock-tomb', 'cosmic-power', 'signal-beam', 'sand-tomb', 'iron-defense', 'calm-mind', 'rock-blast', 'gravity', 'gyro-ball', 'natural-gift', 'embargo', 'heal-block', 'power-swap', 'flare-blitz', 'rock-polish', 'earth-power', 'giga-impact', 'zen-headbutt', 'trick-room', 'iron-head', 'stone-edge', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'smack-down', 'round', 'stored-power', 'ally-switch', 'incinerate', 'acrobatics', 'bulldoze', 'confide', 'laser-focus', 'psychic-terrain', 'stomping-tantrum', 'meteor-beam'","'rock', 'psychic'"
1047,spearow,52,3,spearow,30,20,"'keen-eye', 'sniper'","'razor-wind', 'whirlwind', 'fly', 'headbutt', 'fury-attack', 'take-down', 'double-edge', 'leer', 'growl', 'peck', 'drill-peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'focus-energy', 'bide', 'mirror-move', 'swift', 'sky-attack', 'rest', 'tri-attack', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'feint-attack', 'mud-slap', 'detect', 'endure', 'false-swipe', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'secret-power', 'feather-dance', 'astonish', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'assurance', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'work-up', 'drill-run', 'confide'","'normal', 'flying'"
1048,spectrier,290,20,spectrier,1089,445,'grim-neigh',"'stomp', 'double-kick', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'tail-whip', 'disable', 'hyper-beam', 'psychic', 'agility', 'night-shade', 'confuse-ray', 'haze', 'swift', 'rest', 'substitute', 'snore', 'protect', 'scary-face', 'endure', 'sleep-talk', 'crunch', 'shadow-ball', 'uproar', 'will-o-wisp', 'facade', 'taunt', 'mud-shot', 'calm-mind', 'payback', 'assurance', 'dark-pulse', 'giga-impact', 'nasty-plot', 'psycho-cut', 'foul-play', 'round', 'hex', 'bulldoze', 'snarl', 'phantom-force', 'draining-kiss', 'stomping-tantrum', 'lash-out', 'tera-blast'",'ghost'
1049,spewpa,75,3,spewpa,797,84,"'shed-skin', 'friend-guard'","'harden', 'protect', 'iron-defense', 'bug-bite', 'struggle-bug', 'electroweb', 'tera-blast', 'pounce'",'bug'
1050,spheal,58,8,spheal,484,395,"'thick-fat', 'ice-body', 'oblivious'","'headbutt', 'body-slam', 'double-edge', 'growl', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'aurora-beam', 'strength', 'earthquake', 'fissure', 'toxic', 'mimic', 'double-team', 'defense-curl', 'waterfall', 'rest', 'rock-slide', 'super-fang', 'substitute', 'snore', 'curse', 'powder-snow', 'protect', 'belly-drum', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'whirlpool', 'stockpile', 'spit-up', 'swallow', 'hail', 'facade', 'yawn', 'secret-power', 'dive', 'ice-ball', 'rock-tomb', 'signal-beam', 'sheer-cold', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'aqua-ring', 'aqua-tail', 'captivate', 'round', 'echoed-voice', 'bulldoze', 'frost-breath', 'confide', 'steel-roller'","'ice', 'water'"
1052,spinarak,50,5,spinarak,264,85,"'swarm', 'insomnia', 'sniper'","'body-slam', 'double-edge', 'poison-sting', 'twineedle', 'pin-missile', 'sonic-boom', 'disable', 'psybeam', 'absorb', 'solar-beam', 'string-shot', 'dig', 'toxic', 'psychic', 'agility', 'night-shade', 'mimic', 'screech', 'double-team', 'constrict', 'leech-life', 'flash', 'fury-swipes', 'rest', 'substitute', 'thief', 'spider-web', 'snore', 'curse', 'protect', 'scary-face', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'baton-pass', 'pursuit', 'hidden-power', 'sunny-day', 'facade', 'secret-power', 'signal-beam', 'bounce', 'natural-gift', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'night-slash', 'x-scissor', 'shadow-sneak', 'cross-poison', 'captivate', 'bug-bite', 'hone-claws', 'venoshock', 'rage-powder', 'foul-play', 'round', 'struggle-bug', 'electroweb', 'sticky-web', 'confide', 'infestation', 'toxic-thread', 'lunge'","'bug', 'poison'"
1053,spinda,126,11,spinda,439,50,"'own-tempo', 'tangled-feet', 'contrary'","'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'thrash', 'double-edge', 'disable', 'psybeam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'dig', 'toxic', 'psychic', 'hypnosis', 'mimic', 'double-team', 'defense-curl', 'metronome', 'swift', 'dream-eater', 'dizzy-punch', 'flash', 'rest', 'rock-slide', 'substitute', 'thief', 'nightmare', 'snore', 'flail', 'protect', 'feint-attack', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'rapid-spin', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'fake-out', 'uproar', 'facade', 'focus-punch', 'smelling-salts', 'helping-hand', 'trick', 'role-play', 'wish', 'assist', 'recycle', 'brick-break', 'skill-swap', 'snatch', 'secret-power', 'teeter-dance', 'hyper-voice', 'fake-tears', 'rock-tomb', 'covet', 'calm-mind', 'shock-wave', 'water-pulse', 'natural-gift', 'fling', 'psycho-shift', 'copycat', 'last-resort', 'sucker-punch', 'drain-punch', 'psycho-cut', 'zen-headbutt', 'trick-room', 'captivate', 'guard-split', 'round', 'retaliate', 'work-up', 'wild-charge', 'confide', 'power-up-punch', 'spotlight', 'stomping-tantrum'",'normal'
1054,spiritomb,170,10,spiritomb,567,1080,"'pressure', 'infiltrator'","'body-slam', 'disable', 'psybeam', 'hyper-beam', 'toxic', 'psychic', 'hypnosis', 'night-shade', 'double-team', 'smokescreen', 'confuse-ray', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'feint-attack', 'destiny-bond', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'torment', 'will-o-wisp', 'memento', 'facade', 'taunt', 'helping-hand', 'trick', 'skill-swap', 'imprison', 'grudge', 'snatch', 'secret-power', 'rock-tomb', 'silver-wind', 'calm-mind', 'shock-wave', 'water-pulse', 'natural-gift', 'payback', 'embargo', 'sucker-punch', 'dark-pulse', 'giga-impact', 'nasty-plot', 'shadow-sneak', 'trick-room', 'captivate', 'ominous-wind', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'round', 'stored-power', 'ally-switch', 'hex', 'quash', 'retaliate', 'snarl', 'phantom-force', 'confide', 'infestation', 'burning-jealousy', 'lash-out', 'poltergeist', 'tera-blast'","'ghost', 'dark'"
