,pokemon,base_experience,height,name,order,weight,abilities,moves,types,color
367,spectrier,290,20,spectrier,1089,445,['grim-neigh'],"['stomp', 'double-kick', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'tail-whip', 'disable', 'hyper-beam', 'psychic', 'agility', 'night-shade', 'confuse-ray', 'haze', 'swift', 'rest', 'substitute', 'snore', 'protect', 'scary-face', 'endure', 'sleep-talk', 'crunch', 'shadow-ball', 'uproar', 'will-o-wisp', 'facade', 'taunt', 'mud-shot', 'calm-mind', 'payback', 'assurance', 'dark-pulse', 'giga-impact', 'nasty-plot', 'psycho-cut', 'foul-play', 'round', 'hex', 'bulldoze', 'snarl', 'phantom-force', 'draining-kiss', 'stomping-tantrum', 'lash-out', 'tera-blast']",['ghost'],black
368,spewpa,75,3,spewpa,797,84,"['shed-skin', 'friend-guard']","['harden', 'protect', 'iron-defense', 'bug-bite', 'struggle-bug', 'electroweb', 'tera-blast', 'pounce']",['bug'],black
369,spheal,58,8,spheal,484,395,"['thick-fat', 'ice-body', 'oblivious']","['headbutt', 'body-slam', 'double-edge', 'growl', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'aurora-beam', 'strength', 'earthquake', 'fissure', 'toxic', 'mimic', 'double-team', 'defense-curl', 'waterfall', 'rest', 'rock-slide', 'super-fang', 'substitute', 'snore', 'curse', 'powder-snow', 'protect', 'belly-drum', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'whirlpool', 'stockpile', 'spit-up', 'swallow', 'hail', 'facade', 'yawn', 'secret-power', 'dive', 'ice-ball', 'rock-tomb', 'signal-beam', 'sheer-cold', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'aqua-ring', 'aqua-tail', 'captivate', 'round', 'echoed-voice', 'bulldoze', 'frost-breath', 'confide', 'steel-roller']","['ice', 'water']",blue
370,spinarak,50,5,spinarak,264,85,"['swarm', 'insomnia', 'sniper']","['body-slam', 'double-edge', 'poison-sting', 'twineedle', 'pin-missile', 'sonic-boom', 'disable', 'psybeam', 'absorb', 'solar-beam', 'string-shot', 'dig', 'toxic', 'psychic', 'agility', 'night-shade', 'mimic', 'screech', 'double-team', 'constrict', 'leech-life', 'flash', 'fury-swipes', 'rest', 'substitute', 'thief', 'spider-web', 'snore', 'curse', 'protect', 'scary-face', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'baton-pass', 'pursuit', 'hidden-power', 'sunny-day', 'facade', 'secret-power', 'signal-beam', 'bounce', 'natural-gift', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'night-slash', 'x-scissor', 'shadow-sneak', 'cross-poison', 'captivate', 'bug-bite', 'hone-claws', 'venoshock', 'rage-powder', 'foul-play', 'round', 'struggle-bug', 'electroweb', 'sticky-web', 'confide', 'infestation', 'toxic-thread', 'lunge']","['bug', 'poison']",green
371,spinda,126,11,spinda,439,50,"['own-tempo', 'tangled-feet', 'contrary']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'thrash', 'double-edge', 'disable', 'psybeam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'dig', 'toxic', 'psychic', 'hypnosis', 'mimic', 'double-team', 'defense-curl', 'metronome', 'swift', 'dream-eater', 'dizzy-punch', 'flash', 'rest', 'rock-slide', 'substitute', 'thief', 'nightmare', 'snore', 'flail', 'protect', 'feint-attack', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'rapid-spin', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'fake-out', 'uproar', 'facade', 'focus-punch', 'smelling-salts', 'helping-hand', 'trick', 'role-play', 'wish', 'assist', 'recycle', 'brick-break', 'skill-swap', 'snatch', 'secret-power', 'teeter-dance', 'hyper-voice', 'fake-tears', 'rock-tomb', 'covet', 'calm-mind', 'shock-wave', 'water-pulse', 'natural-gift', 'fling', 'psycho-shift', 'copycat', 'last-resort', 'sucker-punch', 'drain-punch', 'psycho-cut', 'zen-headbutt', 'trick-room', 'captivate', 'guard-split', 'round', 'retaliate', 'work-up', 'wild-charge', 'confide', 'power-up-punch', 'spotlight', 'stomping-tantrum']",['normal'],brown
372,spiritomb,170,10,spiritomb,567,1080,"['pressure', 'infiltrator']","['body-slam', 'disable', 'psybeam', 'hyper-beam', 'toxic', 'psychic', 'hypnosis', 'night-shade', 'double-team', 'smokescreen', 'confuse-ray', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'feint-attack', 'destiny-bond', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'torment', 'will-o-wisp', 'memento', 'facade', 'taunt', 'helping-hand', 'trick', 'skill-swap', 'imprison', 'grudge', 'snatch', 'secret-power', 'rock-tomb', 'silver-wind', 'calm-mind', 'shock-wave', 'water-pulse', 'natural-gift', 'payback', 'embargo', 'sucker-punch', 'dark-pulse', 'giga-impact', 'nasty-plot', 'shadow-sneak', 'trick-room', 'captivate', 'ominous-wind', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'round', 'stored-power', 'ally-switch', 'hex', 'quash', 'retaliate', 'snarl', 'phantom-force', 'confide', 'infestation', 'burning-jealousy', 'lash-out', 'poltergeist', 'tera-blast']","['ghost', 'dark']",purple
373,spoink,66,7,spoink,437,306,"['thick-fat', 'own-tempo', 'gluttony']","['whirlwind', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'growl', 'psybeam', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'night-shade', 'mimic', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'swift', 'amnesia', 'dream-eater', 'flash', 'psywave', 'splash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'mirror-coat', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'facade', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'odor-sleuth', 'signal-beam', 'extrasensory', 'bounce', 'covet', 'calm-mind', 'shock-wave', 'natural-gift', 'payback', 'lucky-chant', 'power-gem', 'zen-headbutt', 'flash-cannon', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'psyshock', 'telekinesis', 'simple-beam', 'round', 'stored-power', 'ally-switch', 'snarl', 'confide', 'dazzling-gleam', 'psychic-terrain', 'tera-blast', 'snowscape', 'trailblaze', 'chilling-water']",['psychic'],black
374,spritzee,68,2,spritzee,817,5,"['healer', 'aroma-veil']","['disable', 'thunderbolt', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'dream-eater', 'flash', 'rest', 'substitute', 'snore', 'flail', 'protect', 'sweet-kiss', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'encore', 'sweet-scent', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'torment', 'facade', 'helping-hand', 'wish', 'magic-coat', 'endeavor', 'skill-swap', 'refresh', 'secret-power', 'aromatherapy', 'fake-tears', 'odor-sleuth', 'covet', 'calm-mind', 'gyro-ball', 'energy-ball', 'nasty-plot', 'flash-cannon', 'trick-room', 'captivate', 'charge-beam', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'ally-switch', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'fairy-wind', 'moonblast', 'confide', 'dazzling-gleam', 'misty-explosion']",['fairy'],pink
375,squirtle,63,5,squirtle,10,90,"['torrent', 'rain-dish']","['mega-punch', 'ice-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'dig', 'toxic', 'confusion', 'rage', 'mimic', 'double-team', 'withdraw', 'defense-curl', 'haze', 'reflect', 'bide', 'waterfall', 'skull-bash', 'bubble', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'foresight', 'icy-wind', 'outrage', 'endure', 'rollout', 'false-swipe', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'rapid-spin', 'iron-tail', 'hidden-power', 'rain-dance', 'mirror-coat', 'rock-smash', 'whirlpool', 'fake-out', 'hail', 'facade', 'focus-punch', 'helping-hand', 'brick-break', 'yawn', 'refresh', 'secret-power', 'dive', 'mud-sport', 'weather-ball', 'rock-tomb', 'water-spout', 'muddy-water', 'iron-defense', 'water-pulse', 'gyro-ball', 'brine', 'natural-gift', 'fling', 'aqua-ring', 'aura-sphere', 'aqua-tail', 'dragon-pulse', 'zen-headbutt', 'captivate', 'aqua-jet', 'round', 'scald', 'shell-smash', 'water-pledge', 'work-up', 'confide', 'power-up-punch', 'life-dew', 'flip-turn']",['water'],blue
376,stakataka,285,55,stakataka,986,8200,['beast-boost'],"['bind', 'stomp', 'mega-kick', 'tackle', 'body-slam', 'take-down', 'double-edge', 'rock-throw', 'earthquake', 'toxic', 'harden', 'light-screen', 'reflect', 'bide', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'sandstorm', 'endure', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'facade', 'role-play', 'superpower', 'magic-coat', 'recycle', 'skill-swap', 'rock-tomb', 'iron-defense', 'block', 'rock-blast', 'gravity', 'gyro-ball', 'magnet-rise', 'rock-polish', 'giga-impact', 'zen-headbutt', 'flash-cannon', 'trick-room', 'iron-head', 'stone-edge', 'stealth-rock', 'wide-guard', 'wonder-room', 'autotomize', 'telekinesis', 'magic-room', 'smack-down', 'heavy-slam', 'round', 'ally-switch', 'bulldoze', 'heat-crash', 'infestation', 'high-horsepower', 'brutal-swing', 'stomping-tantrum', 'body-press', 'steel-beam', 'steel-roller', 'meteor-beam']","['rock', 'steel']",gray
377,stantler,163,14,stantler,334,712,"['intimidate', 'frisk', 'sap-sipper']","['stomp', 'double-kick', 'jump-kick', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'roar', 'disable', 'psybeam', 'hyper-beam', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'dig', 'toxic', 'psychic', 'hypnosis', 'agility', 'rage', 'mimic', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'mud-slap', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'facade', 'helping-hand', 'trick', 'role-play', 'skill-swap', 'imprison', 'secret-power', 'mud-sport', 'astonish', 'signal-beam', 'extrasensory', 'bounce', 'calm-mind', 'shock-wave', 'gravity', 'natural-gift', 'me-first', 'last-resort', 'sucker-punch', 'energy-ball', 'earth-power', 'giga-impact', 'zen-headbutt', 'trick-room', 'captivate', 'charge-beam', 'psyshock', 'magic-room', 'round', 'stored-power', 'retaliate', 'bulldoze', 'work-up', 'wild-charge', 'confide', 'throat-chop', 'psyshield-bash', 'tera-blast', 'trailblaze']",['normal'],brown
378,starly,49,3,starly,527,20,"['keen-eye', 'reckless']","['wing-attack', 'whirlwind', 'fly', 'sand-attack', 'fury-attack', 'tackle', 'take-down', 'double-edge', 'growl', 'toxic', 'agility', 'quick-attack', 'double-team', 'mirror-move', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'helping-hand', 'revenge', 'endeavor', 'secret-power', 'feather-dance', 'astonish', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'brave-bird', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'acrobatics', 'final-gambit', 'work-up', 'hurricane', 'confide', 'tera-blast']","['normal', 'flying']",brown
379,staryu,68,8,staryu,191,345,"['illuminate', 'natural-cure', 'analytic']","['headbutt', 'tackle', 'take-down', 'double-edge', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'aurora-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'recover', 'harden', 'minimize', 'confuse-ray', 'barrier', 'light-screen', 'reflect', 'bide', 'waterfall', 'swift', 'skull-bash', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'zap-cannon', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'rapid-spin', 'hidden-power', 'twister', 'rain-dance', 'psych-up', 'whirlpool', 'hail', 'facade', 'magic-coat', 'recycle', 'secret-power', 'dive', 'camouflage', 'cosmic-power', 'signal-beam', 'water-pulse', 'gravity', 'gyro-ball', 'brine', 'natural-gift', 'power-gem', 'flash-cannon', 'round', 'scald', 'reflect-type', 'confide', 'dazzling-gleam', 'flip-turn']",['water'],brown
380,stonjourner,165,25,stonjourner,1058,5200,['power-spot'],"['stomp', 'mega-kick', 'body-slam', 'take-down', 'hyper-beam', 'low-kick', 'rock-throw', 'earthquake', 'self-destruct', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'sandstorm', 'endure', 'attract', 'sleep-talk', 'safeguard', 'sunny-day', 'ancient-power', 'facade', 'superpower', 'imprison', 'rock-tomb', 'sand-tomb', 'iron-defense', 'block', 'rock-blast', 'gravity', 'assurance', 'rock-polish', 'power-gem', 'earth-power', 'giga-impact', 'stone-edge', 'stealth-rock', 'wide-guard', 'wonder-room', 'heavy-slam', 'low-sweep', 'round', 'bulldoze', 'heat-crash', 'brutal-swing', 'stomping-tantrum', 'body-press', 'meteor-beam', 'tera-blast']",['rock'],gray
381,stufful,68,5,stufful,918,68,"['fluffy', 'klutz', 'cute-charm']","['mega-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'bind', 'stomp', 'mega-kick', 'tackle', 'take-down', 'thrash', 'double-edge', 'leer', 'roar', 'strength', 'earthquake', 'toxic', 'double-team', 'defense-curl', 'bide', 'rest', 'rock-slide', 'substitute', 'snore', 'flail', 'protect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'facade', 'focus-punch', 'taunt', 'role-play', 'superpower', 'brick-break', 'rock-tomb', 'aerial-ace', 'bulk-up', 'hammer-arm', 'payback', 'fling', 'force-palm', 'focus-blast', 'zen-headbutt', 'iron-head', 'wide-guard', 'low-sweep', 'round', 'bulldoze', 'work-up', 'dual-chop', 'confide', 'baby-doll-eyes', 'brutal-swing', 'stomping-tantrum', 'coaching']","['normal', 'fighting']",pink
382,stunfisk,165,7,stunfisk,740,110,"['static', 'limber', 'sand-veil']","['tackle', 'water-gun', 'surf', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'double-team', 'bide', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'spite', 'protect', 'sludge-bomb', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'uproar', 'facade', 'charge', 'revenge', 'yawn', 'endeavor', 'secret-power', 'camouflage', 'mud-sport', 'astonish', 'rock-tomb', 'muddy-water', 'bounce', 'mud-shot', 'shock-wave', 'water-pulse', 'payback', 'me-first', 'sucker-punch', 'magnet-rise', 'aqua-tail', 'earth-power', 'mud-bomb', 'discharge', 'stone-edge', 'stealth-rock', 'sludge-wave', 'foul-play', 'round', 'scald', 'reflect-type', 'bulldoze', 'electroweb', 'confide', 'eerie-impulse', 'electric-terrain', 'infestation', 'stomping-tantrum', 'lash-out']","['ground', 'electric']",brown
383,stunky,66,4,stunky,562,192,"['stench', 'aftermath', 'keen-eye']","['scratch', 'cut', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'roar', 'flamethrower', 'dig', 'toxic', 'screech', 'double-team', 'smokescreen', 'haze', 'focus-energy', 'smog', 'fire-blast', 'swift', 'poison-gas', 'explosion', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'torment', 'memento', 'facade', 'taunt', 'helping-hand', 'snatch', 'secret-power', 'astonish', 'poison-tail', 'natural-gift', 'feint', 'payback', 'assurance', 'punishment', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'dark-pulse', 'night-slash', 'nasty-plot', 'shadow-claw', 'defog', 'gunk-shot', 'captivate', 'hone-claws', 'venoshock', 'flame-burst', 'acid-spray', 'foul-play', 'round', 'hex', 'incinerate', 'tail-slap', 'snarl', 'belch', 'play-rough', 'confide', 'venom-drench', 'throat-chop', 'lash-out', 'corrosive-gas', 'tera-blast', 'trailblaze']","['poison', 'dark']",purple
384,suicune,290,20,suicune,339,1870,"['pressure', 'inner-focus']","['cut', 'gust', 'headbutt', 'body-slam', 'double-edge', 'leer', 'bite', 'roar', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'hyper-beam', 'dig', 'toxic', 'agility', 'mimic', 'double-team', 'reflect', 'waterfall', 'swift', 'rest', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'detect', 'sandstorm', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'mirror-coat', 'psych-up', 'extreme-speed', 'shadow-ball', 'rock-smash', 'whirlpool', 'hail', 'facade', 'helping-hand', 'secret-power', 'dive', 'weather-ball', 'signal-beam', 'extrasensory', 'sheer-cold', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'tailwind', 'air-slash', 'giga-impact', 'avalanche', 'ice-fang', 'rock-climb', 'iron-head', 'ominous-wind', 'round', 'scald', 'quash', 'bulldoze', 'snarl', 'confide', 'laser-focus', 'liquidation']",['water'],blue
385,sunkern,36,3,sunkern,287,18,"['chlorophyll', 'solar-power', 'early-bird']","['swords-dance', 'cut', 'tackle', 'take-down', 'double-edge', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'toxic', 'mimic', 'double-team', 'light-screen', 'bide', 'flash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'encore', 'sweet-scent', 'morning-sun', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'uproar', 'facade', 'nature-power', 'helping-hand', 'ingrain', 'endeavor', 'secret-power', 'grass-whistle', 'bullet-seed', 'magical-leaf', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'earth-power', 'leaf-storm', 'captivate', 'grass-knot', 'after-you', 'round', 'grassy-terrain', 'confide', 'tera-blast', 'trailblaze']",['grass'],yellow
386,surskit,54,5,surskit,386,17,"['swift-swim', 'rain-dish']","['take-down', 'double-edge', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'solar-beam', 'string-shot', 'toxic', 'agility', 'quick-attack', 'mimic', 'double-team', 'haze', 'waterfall', 'swift', 'leech-life', 'bubble', 'flash', 'rest', 'substitute', 'thief', 'mind-reader', 'snore', 'protect', 'mud-slap', 'foresight', 'icy-wind', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'sweet-scent', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'facade', 'helping-hand', 'secret-power', 'signal-beam', 'mud-shot', 'water-sport', 'water-pulse', 'natural-gift', 'bug-buzz', 'captivate', 'bug-bite', 'aqua-jet', 'power-split', 'soak', 'round', 'scald', 'acrobatics', 'struggle-bug', 'sticky-web', 'fell-stinger', 'confide', 'infestation', 'lunge', 'liquidation', 'tera-blast', 'pounce', 'chilling-water']","['bug', 'water']",blue
